ville,quartier,type_bien,surface_m2,nb_pieces,nb_chambres,meuble,equipements,prix_loyer_mensuel
Dakar,Almadies,Appartement,88.8,3,2,True,climatisation,850000
Dakar,Plateau,Studio,67.3,3,2,False,parking|gardiennage,500000
Dakar,Almadies,Studio,41.3,2,0,True,parking|groupe_electrogene,490000
Dakar,Mermoz,Appartement,70.7,2,0,False,groupe_electrogene,480000
Saint-Louis,Île,Maison,103.5,4,2,False,groupe_electrogene,400000
Dakar,Almadies,Appartement,102.3,4,2,False,,830000
Saint-Louis,Sor,Villa,169.8,5,4,False,climatisation,680000
Saint-Louis,Île,Studio,157.9,5,4,True,piscine,635000
Mbour,Grand Mbour,Appartement,90.6,1,0,True,,265000
Dakar,Almadies,Appartement,70.3,2,0,False,parking|piscine|groupe_electrogene,710000
Mbour,Zone résidentielle,Appartement,58.7,2,0,False,,230000
Saint-Louis,Sor,Appartement,37.7,1,0,False,,105000
Dakar,Mermoz,Villa,47.8,1,0,False,,535000
Mbour,Grand Mbour,Studio,103.6,3,1,False,parking|gardiennage,305000
Mbour,Non renseigne,Appartement,122.1,3,2,True,groupe_electrogene,505000
Dakar,Mermoz,Studio,77.8,3,2,False,groupe_electrogene,495000
Saly,Niakh Niakhal,Appartement,255.1,9,7,False,parking,915000
Thiès,Médina Fall,Studio,48.1,2,1,False,gardiennage|groupe_electrogene,135000
Saint-Louis,Île,Appartement,35.6,1,0,False,,150000
Saly,Saly Portudal,Maison,252.9,8,6,False,climatisation|groupe_electrogene,1205000
Dakar,Yoff,Villa,40.2,1,0,False,,415000
Mbour,Zone résidentielle,Appartement,77.3,2,1,False,,280000
Dakar,Yoff,Maison,61.3,2,0,True,,580000
Mbour,Mbour centre,Villa,107.4,4,3,False,piscine,590000
Saint-Louis,Île,Appartement,74.3,4,2,False,parking|gardiennage|piscine,360000
Dakar,Mermoz,Appartement,122.3,5,4,False,parking|piscine|groupe_electrogene,920000
Thiès,Non renseigne,Maison,135.5,4,3,True,piscine,715000
Dakar,Plateau,Appartement,37.5,2,0,False,climatisation,375000
Dakar,Plateau,Appartement,57.6,3,1,False,parking|gardiennage|groupe_electrogene,510000
Dakar,Yoff,Appartement,127.5,4,2,True,parking,790000
Dakar,Mermoz,Studio,148.8,6,4,True,groupe_electrogene,1090000
Dakar,Yoff,Appartement,97.9,3,1,True,climatisation|piscine,890000
Dakar,Parcelles Assainies,Appartement,111.4,3,1,False,climatisation,565000
Mbour,Mbour centre,Studio,175.1,7,5,False,,540000
Mbour,Grand Mbour,Maison,74.7,3,2,True,climatisation,360000
Mbour,Grand Mbour,Studio,97.4,3,2,False,gardiennage|piscine,325000
Dakar,Yoff,Appartement,158.0,6,4,False,climatisation|parking,1165000
Saly,Saly centre,Villa,162.8,5,3,False,gardiennage|groupe_electrogene,960000
Saint-Louis,Hydrobase,Maison,85.5,4,2,False,climatisation|parking,325000
Dakar,Parcelles Assainies,Appartement,58.6,2,0,False,climatisation,270000
Dakar,Yoff,Villa,85.0,3,1,False,piscine,925000
Saint-Louis,Île,Maison,89.2,3,1,False,parking|piscine|groupe_electrogene,420000
Dakar,Mermoz,Appartement,57.5,1,0,False,gardiennage|piscine,465000
Thiès,Randoulène,Appartement,62.1,2,1,False,parking,205000
Saly,Saly Portudal,Maison,162.9,4,3,False,,880000
Dakar,Plateau,Appartement,114.0,5,3,False,climatisation|parking|gardiennage|groupe_electrogene,840000
Dakar,Parcelles Assainies,Appartement,77.4,2,0,False,parking|groupe_electrogene,440000
Saly,Saly Portudal,Appartement,49.7,2,1,False,gardiennage|piscine,440000
Saint-Louis,Île,Appartement,62.5,3,2,False,climatisation|groupe_electrogene,315000
Dakar,Almadies,Appartement,33.9,2,1,False,parking|gardiennage|piscine,470000
Saly,Saly centre,Maison,99.2,3,2,True,parking,590000
Saly,Saly centre,Appartement,60.7,2,1,True,climatisation|piscine,400000
Thiès,Médina Fall,Appartement,103.2,5,4,True,,325000
Saint-Louis,Île,Maison,126.8,6,4,True,groupe_electrogene,565000
Dakar,Yoff,Appartement,103.9,5,3,False,,650000
Dakar,Mermoz,Maison,72.6,3,2,False,groupe_electrogene,450000
Saint-Louis,Île,Appartement,55.9,1,0,False,,170000
Dakar,Yoff,Appartement,45.8,2,0,True,parking|gardiennage|piscine,395000
Saint-Louis,Île,Appartement,155.2,5,3,False,climatisation|groupe_electrogene,535000
Mbour,Grand Mbour,Appartement,101.7,4,2,False,parking,325000
Dakar,Almadies,Appartement,74.7,2,0,False,gardiennage,615000
Saint-Louis,Hydrobase,Studio,118.7,4,3,False,parking,330000
Dakar,Mermoz,Appartement,143.2,5,3,False,groupe_electrogene,1000000
Saly,Niakh Niakhal,Maison,61.4,2,0,True,,305000
Dakar,Parcelles Assainies,Maison,100.2,4,2,False,,465000
Saint-Louis,Hydrobase,Appartement,101.2,3,1,False,groupe_electrogene,310000
Thiès,Randoulène,Maison,171.4,5,4,True,gardiennage,590000
Dakar,Plateau,Appartement,74.2,4,3,False,piscine,625000
Saint-Louis,Hydrobase,Appartement,54.8,4,2,False,climatisation|groupe_electrogene,265000
Mbour,Grand Mbour,Appartement,105.7,4,3,False,groupe_electrogene,310000
Saint-Louis,Île,Studio,123.5,3,2,False,climatisation,365000
Mbour,Grand Mbour,Villa,96.1,3,2,False,climatisation,430000
Saly,Saly Portudal,Appartement,177.1,7,5,False,gardiennage,805000
Thiès,Médina Fall,Maison,74.1,4,3,False,climatisation|parking|gardiennage|piscine,360000
Thiès,Grand Standing,Studio,97.3,3,2,False,,365000
Dakar,Yoff,Appartement,39.2,1,0,False,gardiennage|piscine,380000
Mbour,Mbour centre,Studio,53.2,2,0,True,climatisation|parking,210000
Thiès,Médina Fall,Maison,61.6,3,2,False,piscine,260000
Thiès,Randoulène,Villa,80.5,3,1,False,piscine,455000
Dakar,Plateau,Villa,42.9,1,0,False,gardiennage|piscine,640000
Saly,Niakh Niakhal,Appartement,117.8,5,4,False,,500000
Dakar,Plateau,Appartement,58.7,3,2,False,climatisation|parking|piscine,680000
Saint-Louis,Hydrobase,Maison,232.7,8,6,False,climatisation|parking,805000
Dakar,Almadies,Appartement,59.8,2,1,True,climatisation|gardiennage|piscine,805000
Saly,Saly centre,Appartement,92.3,3,2,True,gardiennage,470000
Dakar,Parcelles Assainies,Villa,86.6,2,0,False,,560000
Dakar,Mermoz,Appartement,50.8,3,2,False,piscine,415000
Mbour,Mbour centre,Appartement,80.6,3,2,True,,335000
Saly,Non renseigne,Studio,80.1,3,2,True,parking|piscine,455000
Dakar,Mermoz,Appartement,135.5,6,5,True,parking|piscine,1180000
Thiès,Grand Standing,Appartement,107.6,3,2,False,gardiennage|groupe_electrogene,405000
Mbour,Mbour centre,Villa,117.0,4,3,False,parking,555000
Saly,Saly centre,Appartement,134.1,5,3,False,climatisation|parking|piscine,610000
Dakar,Parcelles Assainies,Appartement,117.9,4,2,True,climatisation|parking,630000
Thiès,Médina Fall,Appartement,99.7,4,2,True,piscine,375000
Mbour,Mbour centre,Villa,61.3,2,1,True,gardiennage,445000
Mbour,Grand Mbour,Appartement,96.6,3,2,False,,285000
Mbour,Grand Mbour,Maison,55.3,2,1,True,climatisation,275000
Saint-Louis,Sor,Appartement,83.8,3,1,False,climatisation|gardiennage,270000
Dakar,Plateau,Appartement,78.3,4,2,False,piscine,585000
Saly,Saly centre,Villa,80.8,3,1,False,climatisation,530000
Saly,Saly centre,Maison,43.1,2,0,False,parking|piscine,280000
Mbour,Zone résidentielle,Villa,18.0,1,0,True,parking|gardiennage,280000
Dakar,Almadies,Appartement,71.0,2,1,True,piscine,800000
Dakar,Yoff,Maison,149.4,5,4,False,parking,830000
Mbour,Zone résidentielle,Studio,91.6,4,2,False,climatisation|gardiennage,330000
Dakar,Mermoz,Appartement,144.1,5,3,False,groupe_electrogene,845000
Saly,Saly Portudal,Appartement,55.5,3,2,False,groupe_electrogene,345000
Dakar,Yoff,Studio,69.2,4,3,False,gardiennage,440000
Mbour,Mbour centre,Appartement,239.6,9,7,False,,695000
Saly,Niakh Niakhal,Maison,57.3,2,0,False,,255000
Dakar,Parcelles Assainies,Villa,115.9,4,2,True,parking|groupe_electrogene,975000
Dakar,Yoff,Appartement,115.8,3,1,True,,820000
Saint-Louis,Île,Appartement,109.6,4,2,True,parking|gardiennage|groupe_electrogene,530000
Saint-Louis,Île,Appartement,116.6,4,2,False,,350000
Thiès,Médina Fall,Appartement,56.9,2,1,False,climatisation|parking|piscine,205000
Saint-Louis,Hydrobase,Appartement,72.8,3,2,False,piscine,330000
Saly,Saly centre,Maison,18.0,1,0,True,gardiennage,180000
Thiès,Grand Standing,Appartement,174.2,6,5,False,parking|gardiennage,615000
Dakar,Almadies,Maison,116.3,4,3,False,gardiennage|piscine,1150000
Dakar,Almadies,Appartement,61.6,3,1,False,parking,490000
Dakar,Almadies,Appartement,55.8,3,2,False,parking,460000
Dakar,Mermoz,Appartement,150.6,5,4,False,,995000
Dakar,Yoff,Maison,59.4,2,1,False,,335000
Saint-Louis,Sor,Appartement,61.5,2,1,False,climatisation,175000
Dakar,Parcelles Assainies,Appartement,49.6,2,0,False,climatisation|parking|gardiennage,290000
Saly,Non renseigne,Studio,127.0,5,3,True,groupe_electrogene,780000
Dakar,Almadies,Maison,143.1,7,5,False,climatisation|parking|piscine,1130000
Dakar,Almadies,Appartement,78.5,3,1,False,climatisation|piscine,600000
Mbour,Zone résidentielle,Villa,143.5,6,4,False,climatisation|piscine|groupe_electrogene,1035000
Saly,Niakh Niakhal,Appartement,105.1,2,1,True,piscine,500000
Dakar,Mermoz,Appartement,47.9,1,0,False,climatisation|gardiennage,335000
Dakar,Yoff,Maison,168.1,7,6,False,piscine,990000
Dakar,Mermoz,Appartement,49.3,2,1,False,,320000
Thiès,Randoulène,Appartement,81.5,1,0,False,,265000
Thiès,Médina Fall,Studio,78.7,3,2,False,piscine,275000
Dakar,Plateau,Appartement,71.6,4,3,True,gardiennage,710000
Dakar,Mermoz,Studio,27.6,1,0,False,climatisation,240000
Thiès,Randoulène,Villa,215.2,9,8,True,,1355000
Saly,Niakh Niakhal,Maison,30.0,1,0,False,,145000
Saint-Louis,Hydrobase,Maison,173.2,7,6,False,parking,620000
Thiès,Randoulène,Maison,54.8,2,1,True,piscine|groupe_electrogene,320000
Dakar,Almadies,Villa,64.7,1,0,True,,915000
Dakar,Mermoz,Appartement,164.9,6,5,False,parking,1015000
Dakar,Almadies,Appartement,110.7,5,3,True,gardiennage|piscine,1035000
Mbour,Grand Mbour,Maison,40.0,2,1,False,climatisation,180000
Saly,Niakh Niakhal,Maison,39.5,2,1,True,,245000
Saly,Niakh Niakhal,Appartement,102.7,3,2,False,parking,395000
Saly,Saly Portudal,Maison,48.8,1,0,False,climatisation|parking|gardiennage,360000
Saly,Saly centre,Appartement,113.2,5,4,False,groupe_electrogene,410000
Saly,Niakh Niakhal,Villa,119.0,6,4,True,piscine,1035000
Dakar,Mermoz,Appartement,58.0,3,2,False,,455000
Dakar,Parcelles Assainies,Appartement,66.5,1,0,False,,295000
Dakar,Almadies,Appartement,104.4,3,2,False,gardiennage|piscine,960000
Thiès,Médina Fall,Appartement,56.6,1,0,False,climatisation,160000
Dakar,Mermoz,Appartement,91.7,2,1,False,parking,660000
Mbour,Grand Mbour,Appartement,246.7,9,7,False,climatisation,595000
Saint-Louis,Sor,Appartement,106.9,4,3,False,parking,330000
Thiès,Médina Fall,Appartement,72.2,1,0,False,climatisation,180000
Dakar,Yoff,Appartement,226.0,9,7,False,piscine,1250000
Dakar,Mermoz,Appartement,131.4,5,4,False,groupe_electrogene,755000
Dakar,Mermoz,Appartement,49.5,1,0,False,gardiennage,345000
Mbour,Zone résidentielle,Appartement,54.7,2,1,False,,225000
Saint-Louis,Hydrobase,Appartement,32.1,1,0,False,,130000
Mbour,Grand Mbour,Appartement,103.5,3,2,False,,340000
Dakar,Parcelles Assainies,Appartement,24.6,1,0,False,piscine|groupe_electrogene,230000
Dakar,Parcelles Assainies,Studio,225.8,8,7,False,parking,950000
Thiès,Médina Fall,Villa,76.7,3,1,False,piscine,395000
Mbour,Mbour centre,Villa,135.4,5,3,False,climatisation|gardiennage,675000
Mbour,Grand Mbour,Maison,73.1,2,1,False,gardiennage,255000
Dakar,Parcelles Assainies,Maison,102.6,4,2,False,climatisation|gardiennage,585000
Saly,Niakh Niakhal,Appartement,82.0,4,2,True,,355000
Dakar,Parcelles Assainies,Studio,90.4,3,1,False,parking|groupe_electrogene,365000
Saly,Saly Portudal,Studio,156.1,6,5,False,,685000
Dakar,Almadies,Studio,193.0,7,5,False,,1185000
Dakar,Mermoz,Villa,185.6,6,5,False,,1785000
Mbour,Zone résidentielle,Appartement,340.2,12,11,False,,1155000
Dakar,Yoff,Studio,60.0,2,1,False,,340000
Thiès,Grand Standing,Studio,107.5,4,2,False,,335000
Thiès,Grand Standing,Appartement,60.7,2,0,False,parking,215000
Dakar,Mermoz,Villa,153.0,5,3,False,,1625000
Mbour,Grand Mbour,Appartement,50.8,2,0,False,,170000
Mbour,Mbour centre,Villa,157.4,5,4,False,,825000
Saly,Niakh Niakhal,Studio,97.7,2,1,False,parking|gardiennage|piscine|groupe_electrogene,405000
Dakar,Plateau,Appartement,84.4,3,1,False,,615000
Thiès,Randoulène,Maison,89.4,3,1,False,,285000
Dakar,Yoff,Appartement,45.9,2,1,True,,335000
Dakar,Yoff,Studio,48.1,1,0,True,piscine|groupe_electrogene,455000
Dakar,Mermoz,Studio,98.6,5,3,False,climatisation,655000
Saly,Saly centre,Maison,98.3,3,2,True,groupe_electrogene,560000
Saly,Saly centre,Studio,62.2,2,0,False,,265000
Mbour,Zone résidentielle,Appartement,76.3,2,0,False,groupe_electrogene,300000
Thiès,Randoulène,Appartement,112.1,3,2,True,climatisation|gardiennage,380000
Thiès,Grand Standing,Appartement,56.4,3,2,False,,205000
Thiès,Grand Standing,Appartement,29.9,2,0,False,,155000
Thiès,Grand Standing,Appartement,177.3,7,6,False,,600000
Thiès,Médina Fall,Appartement,102.1,3,2,False,climatisation,290000
Dakar,Mermoz,Appartement,68.2,4,3,False,,465000
Dakar,Parcelles Assainies,Appartement,60.6,2,0,True,,330000
Saly,Saly Portudal,Studio,56.1,2,0,True,piscine,375000
Thiès,Randoulène,Appartement,152.7,7,6,False,,545000
Saly,Saly centre,Villa,41.6,2,0,False,climatisation,340000
Dakar,Plateau,Appartement,107.4,6,5,False,,785000
Thiès,Grand Standing,Appartement,107.4,4,3,False,piscine,460000
Dakar,Mermoz,Maison,128.1,4,3,True,piscine,1205000
Dakar,Mermoz,Appartement,71.7,2,1,False,,525000
Dakar,Plateau,Appartement,169.9,5,3,False,gardiennage|piscine,1185000
Dakar,Parcelles Assainies,Maison,130.0,4,2,False,,690000
Saly,Saly Portudal,Appartement,70.5,3,2,False,climatisation,395000
Dakar,Yoff,Appartement,59.1,3,1,True,climatisation,500000
Saint-Louis,Non renseigne,Maison,82.1,3,1,True,parking|gardiennage,330000
Thiès,Randoulène,Appartement,69.2,2,0,False,climatisation|parking|gardiennage|groupe_electrogene,270000
Thiès,Randoulène,Studio,53.9,2,1,False,piscine,255000
Thiès,Randoulène,Appartement,91.5,4,3,False,gardiennage,285000
Dakar,Almadies,Villa,76.5,3,2,False,gardiennage|piscine,1240000
Saly,Niakh Niakhal,Studio,189.8,7,6,True,,725000
Mbour,Mbour centre,Villa,69.2,2,1,False,groupe_electrogene,375000
Mbour,Mbour centre,Studio,58.8,3,2,True,parking,265000
Thiès,Randoulène,Appartement,88.5,1,0,True,parking,285000
Dakar,Mermoz,Maison,100.5,4,2,False,piscine,945000
Saly,Saly centre,Appartement,104.4,6,4,False,,425000
Dakar,Plateau,Studio,103.9,3,1,False,groupe_electrogene,695000
Dakar,Plateau,Maison,90.0,3,2,True,piscine,850000
Dakar,Parcelles Assainies,Appartement,86.7,3,1,False,,445000
Mbour,Grand Mbour,Villa,119.3,4,2,False,gardiennage|groupe_electrogene,505000
Saint-Louis,Île,Appartement,51.2,3,1,False,climatisation|parking|gardiennage|piscine,355000
Mbour,Grand Mbour,Maison,59.0,2,0,False,,200000
Mbour,Grand Mbour,Studio,35.6,1,0,False,parking,130000
Dakar,Mermoz,Appartement,51.7,2,0,True,gardiennage,445000
Saly,Saly centre,Maison,145.3,5,3,False,climatisation|gardiennage|piscine,755000
Thiès,Médina Fall,Studio,116.8,7,5,False,,315000
Saint-Louis,Hydrobase,Appartement,202.3,7,5,False,gardiennage|piscine,675000
Dakar,Yoff,Maison,178.6,7,5,False,,935000
Saly,Saly centre,Appartement,117.3,3,2,False,climatisation,490000
Dakar,Almadies,Maison,95.2,3,1,False,,655000
Dakar,Plateau,Appartement,89.3,4,3,True,climatisation|parking|piscine,925000
Thiès,Randoulène,Villa,23.6,1,0,False,,155000
Dakar,Mermoz,Villa,84.3,1,0,False,parking|gardiennage|groupe_electrogene,795000
Dakar,Yoff,Appartement,64.7,2,0,False,piscine,415000
Saint-Louis,Hydrobase,Appartement,53.0,3,2,False,parking|piscine|groupe_electrogene,295000
Dakar,Plateau,Maison,108.1,4,2,True,,940000
Saly,Niakh Niakhal,Maison,79.1,3,2,False,climatisation|groupe_electrogene,350000
Dakar,Yoff,Appartement,92.2,2,1,False,climatisation|parking,525000
Mbour,Zone résidentielle,Appartement,48.7,2,1,False,piscine,240000
Thiès,Randoulène,Appartement,132.8,5,3,False,climatisation,410000
Saint-Louis,Hydrobase,Villa,69.0,1,0,False,groupe_electrogene,320000
Saint-Louis,Sor,Appartement,105.2,5,4,False,piscine|groupe_electrogene,385000
Thiès,Grand Standing,Studio,72.1,3,1,False,piscine,300000
Saly,Saly centre,Maison,20.9,2,0,True,,190000
Dakar,Mermoz,Villa,110.3,4,3,False,parking,1175000
Dakar,Parcelles Assainies,Appartement,81.8,3,1,False,,390000
Saint-Louis,Île,Appartement,34.1,2,1,False,,160000
Mbour,Zone résidentielle,Villa,45.4,2,0,False,climatisation,325000
Dakar,Yoff,Villa,134.7,3,2,False,piscine|groupe_electrogene,1155000
Thiès,Randoulène,Appartement,35.2,1,0,True,gardiennage,160000
Saly,Saly centre,Appartement,68.0,2,0,False,parking|gardiennage|piscine|groupe_electrogene,390000
Mbour,Mbour centre,Appartement,211.0,7,5,False,,595000
Saly,Niakh Niakhal,Appartement,111.7,4,2,True,groupe_electrogene,530000
Thiès,Médina Fall,Appartement,125.5,5,3,True,parking|gardiennage|piscine,445000
Saint-Louis,Île,Villa,75.6,4,3,False,piscine,570000
Dakar,Plateau,Appartement,32.4,2,1,False,,265000
Saly,Saly Portudal,Maison,96.7,3,2,False,parking,580000
Dakar,Plateau,Appartement,47.3,2,1,True,parking|piscine,630000
Mbour,Grand Mbour,Appartement,44.7,1,0,False,,135000
Thiès,Grand Standing,Maison,91.1,3,2,True,,390000
Saint-Louis,Sor,Appartement,49.1,2,0,False,gardiennage|groupe_electrogene,175000
Mbour,Mbour centre,Maison,85.8,1,0,False,,245000
Thiès,Médina Fall,Appartement,60.1,4,3,False,parking,205000
Saly,Niakh Niakhal,Villa,84.3,3,1,False,groupe_electrogene,460000
Thiès,Randoulène,Studio,65.7,2,0,False,parking,160000
Saint-Louis,Hydrobase,Studio,85.5,5,3,True,parking,320000
Dakar,Yoff,Appartement,171.3,6,5,False,climatisation|piscine,1215000
Thiès,Grand Standing,Appartement,127.0,5,3,False,,450000
Thiès,Randoulène,Appartement,80.6,2,0,False,climatisation,245000
Dakar,Yoff,Maison,157.9,7,6,False,parking|groupe_electrogene,935000
Dakar,Parcelles Assainies,Appartement,106.0,4,2,False,,500000
Saint-Louis,Hydrobase,Appartement,152.6,6,4,False,parking|piscine,475000
Saint-Louis,Île,Appartement,37.5,2,1,True,parking,235000
Saint-Louis,Île,Appartement,49.5,2,1,False,gardiennage,205000
Dakar,Plateau,Appartement,96.1,3,2,True,piscine,915000
Dakar,Parcelles Assainies,Appartement,79.6,4,2,False,gardiennage|groupe_electrogene,410000
Dakar,Mermoz,Appartement,85.6,5,3,False,climatisation,615000
Mbour,Mbour centre,Maison,114.6,4,2,False,parking|gardiennage|piscine,530000
Saly,Saly centre,Appartement,96.6,4,2,False,parking|groupe_electrogene,445000
Dakar,Plateau,Appartement,133.0,5,4,True,climatisation|piscine,1200000
Saint-Louis,Hydrobase,Maison,131.2,6,4,False,gardiennage,555000
Dakar,Mermoz,Studio,50.8,1,0,True,piscine|groupe_electrogene,445000
Dakar,Almadies,Appartement,21.4,1,0,False,,210000
Dakar,Yoff,Maison,48.9,1,0,False,,345000
Dakar,Mermoz,Villa,47.2,1,0,False,gardiennage,550000
Saint-Louis,Sor,Maison,88.9,3,2,True,groupe_electrogene,340000
Saly,Niakh Niakhal,Villa,88.3,3,2,True,gardiennage|piscine,740000
Dakar,Mermoz,Studio,77.1,4,3,False,climatisation,490000
Thiès,Médina Fall,Appartement,108.0,4,2,True,climatisation|groupe_electrogene,335000
Mbour,Mbour centre,Appartement,257.2,8,7,False,piscine,875000
Saly,Saly Portudal,Maison,76.3,2,0,False,,445000
Saint-Louis,Hydrobase,Villa,98.1,5,4,False,piscine,525000
Dakar,Mermoz,Appartement,85.6,4,2,True,gardiennage,715000
Saint-Louis,Île,Appartement,62.6,2,1,False,climatisation|gardiennage,305000
Dakar,Plateau,Maison,115.1,4,3,False,climatisation,780000
Saly,Saly Portudal,Appartement,74.3,4,3,False,climatisation,445000
Dakar,Parcelles Assainies,Studio,55.5,1,0,False,climatisation,275000
Saint-Louis,Hydrobase,Maison,57.8,2,0,True,climatisation,245000
Dakar,Almadies,Studio,135.4,7,6,False,climatisation|groupe_electrogene,965000
Thiès,Grand Standing,Studio,113.7,4,3,False,climatisation|piscine,500000
Saly,Niakh Niakhal,Maison,66.3,2,0,False,groupe_electrogene,260000
Saint-Louis,Hydrobase,Maison,107.1,4,2,False,parking|groupe_electrogene,375000
Thiès,Médina Fall,Studio,86.1,3,2,False,parking,210000
Saly,Saly Portudal,Studio,99.0,2,1,False,,515000
Mbour,Zone résidentielle,Studio,61.7,3,1,False,parking|piscine|groupe_electrogene,335000
Dakar,Almadies,Appartement,48.0,3,2,False,,530000
Thiès,Randoulène,Maison,74.1,2,1,False,climatisation|groupe_electrogene,245000
Thiès,Randoulène,Appartement,52.7,2,1,False,climatisation|groupe_electrogene,180000
Saint-Louis,Hydrobase,Studio,50.5,1,0,False,gardiennage,165000
Dakar,Mermoz,Maison,38.8,1,0,False,piscine|groupe_electrogene,405000
Dakar,Almadies,Appartement,21.5,1,0,True,,305000
Saly,Saly Portudal,Appartement,67.0,2,1,False,climatisation,380000
Saly,Saly centre,Appartement,147.9,7,6,False,climatisation|gardiennage|groupe_electrogene,645000
Mbour,Zone résidentielle,Maison,129.9,5,3,False,climatisation|gardiennage,555000
Saly,Niakh Niakhal,Appartement,184.0,7,6,False,gardiennage,720000
Mbour,Zone résidentielle,Appartement,49.3,2,1,True,,215000
Mbour,Mbour centre,Villa,118.9,5,4,True,piscine|groupe_electrogene,905000
Mbour,Zone résidentielle,Studio,80.4,3,1,False,,270000
Thiès,Randoulène,Appartement,57.9,2,0,False,groupe_electrogene,215000
Thiès,Médina Fall,Appartement,139.6,5,4,False,piscine,430000
Dakar,Yoff,Villa,80.9,3,2,False,,865000
Saint-Louis,Sor,Maison,29.8,1,0,True,parking|gardiennage,150000
Dakar,Parcelles Assainies,Maison,129.3,4,3,False,gardiennage,735000
Dakar,Mermoz,Appartement,103.5,3,1,False,climatisation,700000
Saint-Louis,Île,Appartement,91.5,3,1,True,,420000
Thiès,Grand Standing,Appartement,43.9,1,0,False,climatisation,175000
Dakar,Parcelles Assainies,Studio,97.0,2,1,False,,400000
Mbour,Mbour centre,Appartement,171.5,7,6,False,parking|gardiennage|groupe_electrogene,515000
Saly,Niakh Niakhal,Appartement,102.0,4,2,False,groupe_electrogene,400000
Dakar,Almadies,Studio,35.5,3,1,True,gardiennage,445000
Dakar,Plateau,Villa,105.9,3,2,True,,1260000
Dakar,Parcelles Assainies,Studio,102.6,3,2,True,gardiennage,540000
Mbour,Mbour centre,Appartement,123.7,4,3,False,groupe_electrogene,370000
Mbour,Zone résidentielle,Maison,101.1,4,3,False,climatisation|gardiennage,445000
Dakar,Almadies,Appartement,50.6,2,1,False,gardiennage,475000
Mbour,Grand Mbour,Appartement,89.0,3,2,True,piscine,370000
Dakar,Almadies,Maison,74.8,3,1,False,gardiennage,800000
Dakar,Plateau,Appartement,94.4,2,1,True,piscine,840000
Saly,Saly centre,Maison,142.1,6,5,False,climatisation|groupe_electrogene,685000
Dakar,Yoff,Villa,60.0,2,0,False,parking,560000
Dakar,Parcelles Assainies,Villa,197.8,7,5,False,climatisation,1485000
Thiès,Randoulène,Appartement,105.6,3,1,False,climatisation,315000
Saint-Louis,Hydrobase,Appartement,129.6,4,2,True,gardiennage,445000
Saly,Saly Portudal,Appartement,121.0,4,2,False,parking,660000
Saly,Saly centre,Appartement,103.5,4,3,False,climatisation|piscine,475000
Dakar,Parcelles Assainies,Appartement,113.1,4,3,False,gardiennage,600000
Dakar,Plateau,Appartement,18.0,2,1,False,groupe_electrogene,225000
Mbour,Grand Mbour,Studio,120.9,5,3,False,gardiennage|piscine,350000
Dakar,Mermoz,Maison,52.8,3,1,True,groupe_electrogene,540000
Saly,Niakh Niakhal,Villa,83.4,4,2,False,parking|piscine,645000
Saint-Louis,Hydrobase,Appartement,103.1,4,2,False,piscine,345000
Dakar,Yoff,Appartement,145.3,5,4,True,climatisation|parking,955000
Mbour,Mbour centre,Appartement,52.8,3,1,False,parking|gardiennage|groupe_electrogene,275000
Dakar,Yoff,Appartement,67.8,3,1,False,gardiennage,400000
Thiès,Randoulène,Appartement,72.7,3,1,False,gardiennage,240000
Thiès,Grand Standing,Villa,95.0,2,0,True,piscine,720000
Thiès,Randoulène,Appartement,75.1,2,1,False,,225000
Saint-Louis,Sor,Appartement,113.4,4,2,False,,280000
Saint-Louis,Île,Maison,30.6,2,1,False,,175000
Saly,Niakh Niakhal,Maison,80.0,3,2,True,climatisation,400000
Saly,Saly Portudal,Maison,179.9,7,6,False,climatisation|gardiennage,1050000
Thiès,Randoulène,Appartement,75.2,4,3,False,climatisation|gardiennage|piscine|groupe_electrogene,330000
Dakar,Mermoz,Studio,105.8,5,3,False,gardiennage|piscine,835000
Mbour,Mbour centre,Appartement,134.3,6,4,True,climatisation|parking|groupe_electrogene,515000
Saly,Niakh Niakhal,Appartement,104.1,3,2,False,parking,370000
Dakar,Yoff,Maison,206.6,8,6,False,climatisation|piscine|groupe_electrogene,1370000
Thiès,Grand Standing,Studio,90.0,3,2,False,piscine,345000
Thiès,Grand Standing,Appartement,116.2,3,2,False,parking|gardiennage|piscine|groupe_electrogene,485000
Dakar,Mermoz,Maison,97.0,3,1,True,climatisation|piscine,910000
Saint-Louis,Île,Appartement,162.1,7,6,True,,540000
Dakar,Plateau,Appartement,69.6,3,1,False,piscine,545000
Mbour,Mbour centre,Appartement,214.9,9,7,False,piscine,675000
Mbour,Mbour centre,Studio,60.8,2,0,True,climatisation,235000
Mbour,Zone résidentielle,Appartement,188.4,9,8,False,parking|gardiennage|groupe_electrogene,740000
Thiès,Randoulène,Studio,49.5,2,0,False,climatisation|piscine,190000
Dakar,Plateau,Appartement,118.0,4,3,False,groupe_electrogene,790000
Mbour,Mbour centre,Studio,86.1,2,0,False,parking|piscine,300000
Mbour,Mbour centre,Studio,132.9,6,4,False,,435000
Thiès,Grand Standing,Appartement,107.1,3,2,False,,325000
Saly,Niakh Niakhal,Appartement,129.4,4,3,False,,480000
Dakar,Mermoz,Appartement,48.5,3,2,False,,345000
Saly,Saly centre,Studio,33.9,2,1,False,parking|gardiennage|groupe_electrogene,240000
Dakar,Mermoz,Appartement,44.2,2,1,True,gardiennage,425000
